PING 1.1.1.1 (1.1.1.1) 56(84) bytes of data.
64 bytes from 1.1.1.1: icmp_seq=81 ttl=52 time=39.0 ms
64 bytes from 1.1.1.1: icmp_seq=82 ttl=52 time=26.6 ms
64 bytes from 1.1.1.1: icmp_seq=83 ttl=52 time=35.7 ms
64 bytes from 1.1.1.1: icmp_seq=84 ttl=52 time=35.6 ms
64 bytes from 1.1.1.1: icmp_seq=85 ttl=52 time=50.8 ms
64 bytes from 1.1.1.1: icmp_seq=86 ttl=52 time=49.6 ms
64 bytes from 1.1.1.1: icmp_seq=87 ttl=52 time=105 ms
64 bytes from 1.1.1.1: icmp_seq=88 ttl=52 time=42.8 ms
64 bytes from 1.1.1.1: icmp_seq=89 ttl=52 time=43.5 ms
64 bytes from 1.1.1.1: icmp_seq=90 ttl=52 time=40.7 ms
64 bytes from 1.1.1.1: icmp_seq=91 ttl=52 time=38.5 ms
64 bytes from 1.1.1.1: icmp_seq=92 ttl=52 time=46.4 ms
64 bytes from 1.1.1.1: icmp_seq=93 ttl=52 time=37.6 ms
64 bytes from 1.1.1.1: icmp_seq=94 ttl=52 time=63.7 ms
64 bytes from 1.1.1.1: icmp_seq=95 ttl=52 time=75.7 ms
64 bytes from 1.1.1.1: icmp_seq=96 ttl=52 time=52.6 ms
64 bytes from 1.1.1.1: icmp_seq=97 ttl=52 time=26.7 ms
64 bytes from 1.1.1.1: icmp_seq=98 ttl=52 time=49.6 ms
64 bytes from 1.1.1.1: icmp_seq=99 ttl=52 time=47.8 ms
64 bytes from 1.1.1.1: icmp_seq=100 ttl=52 time=46.6 ms
64 bytes from 1.1.1.1: icmp_seq=101 ttl=52 time=42.0 ms
64 bytes from 1.1.1.1: icmp_seq=102 ttl=52 time=43.4 ms
64 bytes from 1.1.1.1: icmp_seq=103 ttl=52 time=47.0 ms
64 bytes from 1.1.1.1: icmp_seq=104 ttl=52 time=41.1 ms
64 bytes from 1.1.1.1: icmp_seq=105 ttl=52 time=36.9 ms
64 bytes from 1.1.1.1: icmp_seq=106 ttl=52 time=62.8 ms
64 bytes from 1.1.1.1: icmp_seq=107 ttl=52 time=33.4 ms
64 bytes from 1.1.1.1: icmp_seq=108 ttl=52 time=31.2 ms
64 bytes from 1.1.1.1: icmp_seq=109 ttl=52 time=31.5 ms
64 bytes from 1.1.1.1: icmp_seq=110 ttl=52 time=45.7 ms
64 bytes from 1.1.1.1: icmp_seq=111 ttl=52 time=51.7 ms
64 bytes from 1.1.1.1: icmp_seq=112 ttl=52 time=46.3 ms
64 bytes from 1.1.1.1: icmp_seq=113 ttl=52 time=39.5 ms
64 bytes from 1.1.1.1: icmp_seq=114 ttl=52 time=52.1 ms
64 bytes from 1.1.1.1: icmp_seq=115 ttl=52 time=59.0 ms
64 bytes from 1.1.1.1: icmp_seq=116 ttl=52 time=36.7 ms
64 bytes from 1.1.1.1: icmp_seq=117 ttl=52 time=42.9 ms
64 bytes from 1.1.1.1: icmp_seq=118 ttl=52 time=33.2 ms
64 bytes from 1.1.1.1: icmp_seq=119 ttl=52 time=54.8 ms
64 bytes from 1.1.1.1: icmp_seq=120 ttl=52 time=53.3 ms
64 bytes from 1.1.1.1: icmp_seq=121 ttl=52 time=37.6 ms
64 bytes from 1.1.1.1: icmp_seq=122 ttl=52 time=50.4 ms
64 bytes from 1.1.1.1: icmp_seq=123 ttl=52 time=46.9 ms
64 bytes from 1.1.1.1: icmp_seq=124 ttl=52 time=82.8 ms
64 bytes from 1.1.1.1: icmp_seq=125 ttl=52 time=31.6 ms
64 bytes from 1.1.1.1: icmp_seq=126 ttl=52 time=31.3 ms
64 bytes from 1.1.1.1: icmp_seq=127 ttl=52 time=43.8 ms
64 bytes from 1.1.1.1: icmp_seq=128 ttl=52 time=26.1 ms
64 bytes from 1.1.1.1: icmp_seq=129 ttl=52 time=59.3 ms
64 bytes from 1.1.1.1: icmp_seq=130 ttl=52 time=58.8 ms
64 bytes from 1.1.1.1: icmp_seq=131 ttl=52 time=114 ms
64 bytes from 1.1.1.1: icmp_seq=132 ttl=52 time=36.4 ms
64 bytes from 1.1.1.1: icmp_seq=133 ttl=52 time=52.4 ms
64 bytes from 1.1.1.1: icmp_seq=134 ttl=52 time=115 ms
64 bytes from 1.1.1.1: icmp_seq=135 ttl=52 time=33.6 ms
64 bytes from 1.1.1.1: icmp_seq=136 ttl=52 time=52.5 ms
64 bytes from 1.1.1.1: icmp_seq=137 ttl=52 time=32.2 ms
64 bytes from 1.1.1.1: icmp_seq=138 ttl=52 time=31.3 ms
64 bytes from 1.1.1.1: icmp_seq=139 ttl=52 time=29.8 ms
64 bytes from 1.1.1.1: icmp_seq=140 ttl=52 time=67.1 ms
64 bytes from 1.1.1.1: icmp_seq=141 ttl=52 time=27.2 ms
64 bytes from 1.1.1.1: icmp_seq=142 ttl=52 time=133 ms
64 bytes from 1.1.1.1: icmp_seq=143 ttl=52 time=54.0 ms
64 bytes from 1.1.1.1: icmp_seq=144 ttl=52 time=45.3 ms
64 bytes from 1.1.1.1: icmp_seq=145 ttl=52 time=42.7 ms
64 bytes from 1.1.1.1: icmp_seq=146 ttl=52 time=95.9 ms
64 bytes from 1.1.1.1: icmp_seq=147 ttl=52 time=42.2 ms
64 bytes from 1.1.1.1: icmp_seq=148 ttl=52 time=51.2 ms
64 bytes from 1.1.1.1: icmp_seq=149 ttl=52 time=42.4 ms
64 bytes from 1.1.1.1: icmp_seq=150 ttl=52 time=40.3 ms
64 bytes from 1.1.1.1: icmp_seq=151 ttl=52 time=49.3 ms
64 bytes from 1.1.1.1: icmp_seq=152 ttl=52 time=63.1 ms
64 bytes from 1.1.1.1: icmp_seq=153 ttl=52 time=93.9 ms
64 bytes from 1.1.1.1: icmp_seq=154 ttl=52 time=49.6 ms
64 bytes from 1.1.1.1: icmp_seq=155 ttl=52 time=39.3 ms
64 bytes from 1.1.1.1: icmp_seq=156 ttl=52 time=49.4 ms
64 bytes from 1.1.1.1: icmp_seq=157 ttl=52 time=54.7 ms
64 bytes from 1.1.1.1: icmp_seq=158 ttl=52 time=47.8 ms
64 bytes from 1.1.1.1: icmp_seq=159 ttl=52 time=105 ms
64 bytes from 1.1.1.1: icmp_seq=160 ttl=52 time=47.5 ms
64 bytes from 1.1.1.1: icmp_seq=161 ttl=52 time=60.2 ms
64 bytes from 1.1.1.1: icmp_seq=162 ttl=52 time=68.0 ms
64 bytes from 1.1.1.1: icmp_seq=163 ttl=52 time=61.5 ms
64 bytes from 1.1.1.1: icmp_seq=164 ttl=52 time=38.1 ms
64 bytes from 1.1.1.1: icmp_seq=165 ttl=52 time=38.2 ms
64 bytes from 1.1.1.1: icmp_seq=166 ttl=52 time=62.2 ms
64 bytes from 1.1.1.1: icmp_seq=167 ttl=52 time=37.2 ms
64 bytes from 1.1.1.1: icmp_seq=168 ttl=52 time=60.4 ms
64 bytes from 1.1.1.1: icmp_seq=169 ttl=52 time=48.9 ms
64 bytes from 1.1.1.1: icmp_seq=170 ttl=52 time=41.9 ms
64 bytes from 1.1.1.1: icmp_seq=171 ttl=52 time=60.6 ms
64 bytes from 1.1.1.1: icmp_seq=172 ttl=52 time=128 ms
64 bytes from 1.1.1.1: icmp_seq=173 ttl=52 time=37.6 ms
64 bytes from 1.1.1.1: icmp_seq=174 ttl=52 time=113 ms
64 bytes from 1.1.1.1: icmp_seq=175 ttl=52 time=44.4 ms

--- 1.1.1.1 ping statistics ---
175 packets transmitted, 175 received, 0% packet loss, time 174242ms
rtt min/avg/max/mdev = 25.643/57.510/503.989/58.257 ms
