PING 1.1.1.1 (1.1.1.1) 56(84) bytes of data.
64 bytes from 1.1.1.1: icmp_seq=53 ttl=52 time=72.2 ms
64 bytes from 1.1.1.1: icmp_seq=54 ttl=52 time=64.5 ms
64 bytes from 1.1.1.1: icmp_seq=55 ttl=52 time=61.5 ms
64 bytes from 1.1.1.1: icmp_seq=56 ttl=52 time=59.7 ms
64 bytes from 1.1.1.1: icmp_seq=57 ttl=52 time=79.2 ms
64 bytes from 1.1.1.1: icmp_seq=58 ttl=52 time=55.7 ms
64 bytes from 1.1.1.1: icmp_seq=59 ttl=52 time=54.0 ms
64 bytes from 1.1.1.1: icmp_seq=60 ttl=52 time=72.8 ms
64 bytes from 1.1.1.1: icmp_seq=61 ttl=52 time=69.5 ms
64 bytes from 1.1.1.1: icmp_seq=62 ttl=52 time=47.5 ms
64 bytes from 1.1.1.1: icmp_seq=63 ttl=52 time=53.4 ms
64 bytes from 1.1.1.1: icmp_seq=64 ttl=52 time=40.3 ms
64 bytes from 1.1.1.1: icmp_seq=65 ttl=52 time=59.9 ms
64 bytes from 1.1.1.1: icmp_seq=66 ttl=52 time=52.0 ms
64 bytes from 1.1.1.1: icmp_seq=67 ttl=52 time=45.4 ms
64 bytes from 1.1.1.1: icmp_seq=68 ttl=52 time=42.4 ms
64 bytes from 1.1.1.1: icmp_seq=69 ttl=52 time=41.4 ms
64 bytes from 1.1.1.1: icmp_seq=70 ttl=52 time=28.6 ms
64 bytes from 1.1.1.1: icmp_seq=71 ttl=52 time=37.3 ms
64 bytes from 1.1.1.1: icmp_seq=72 ttl=52 time=35.5 ms
64 bytes from 1.1.1.1: icmp_seq=73 ttl=52 time=45.5 ms
64 bytes from 1.1.1.1: icmp_seq=74 ttl=52 time=31.5 ms
64 bytes from 1.1.1.1: icmp_seq=75 ttl=52 time=65.5 ms
64 bytes from 1.1.1.1: icmp_seq=76 ttl=52 time=27.4 ms
64 bytes from 1.1.1.1: icmp_seq=77 ttl=52 time=39.2 ms
64 bytes from 1.1.1.1: icmp_seq=78 ttl=52 time=82.9 ms
64 bytes from 1.1.1.1: icmp_seq=79 ttl=52 time=74.4 ms
64 bytes from 1.1.1.1: icmp_seq=80 ttl=52 time=49.5 ms
64 bytes from 1.1.1.1: icmp_seq=81 ttl=52 time=50.3 ms
64 bytes from 1.1.1.1: icmp_seq=83 ttl=52 time=33.2 ms
64 bytes from 1.1.1.1: icmp_seq=84 ttl=52 time=43.2 ms
64 bytes from 1.1.1.1: icmp_seq=85 ttl=52 time=29.5 ms
64 bytes from 1.1.1.1: icmp_seq=86 ttl=52 time=40.5 ms
64 bytes from 1.1.1.1: icmp_seq=87 ttl=52 time=25.3 ms
64 bytes from 1.1.1.1: icmp_seq=88 ttl=52 time=36.7 ms
64 bytes from 1.1.1.1: icmp_seq=89 ttl=52 time=33.3 ms
64 bytes from 1.1.1.1: icmp_seq=90 ttl=52 time=32.4 ms
64 bytes from 1.1.1.1: icmp_seq=91 ttl=52 time=47.6 ms
64 bytes from 1.1.1.1: icmp_seq=92 ttl=52 time=44.5 ms
64 bytes from 1.1.1.1: icmp_seq=93 ttl=52 time=45.6 ms
64 bytes from 1.1.1.1: icmp_seq=94 ttl=52 time=40.4 ms
64 bytes from 1.1.1.1: icmp_seq=95 ttl=52 time=38.4 ms
64 bytes from 1.1.1.1: icmp_seq=96 ttl=52 time=48.7 ms
64 bytes from 1.1.1.1: icmp_seq=97 ttl=52 time=45.1 ms
64 bytes from 1.1.1.1: icmp_seq=98 ttl=52 time=43.4 ms
64 bytes from 1.1.1.1: icmp_seq=99 ttl=52 time=41.5 ms
64 bytes from 1.1.1.1: icmp_seq=100 ttl=52 time=931 ms
64 bytes from 1.1.1.1: icmp_seq=101 ttl=52 time=91.1 ms
64 bytes from 1.1.1.1: icmp_seq=102 ttl=52 time=68.3 ms
64 bytes from 1.1.1.1: icmp_seq=103 ttl=52 time=50.7 ms
64 bytes from 1.1.1.1: icmp_seq=104 ttl=52 time=65.4 ms
64 bytes from 1.1.1.1: icmp_seq=105 ttl=52 time=63.6 ms
64 bytes from 1.1.1.1: icmp_seq=106 ttl=52 time=66.2 ms
64 bytes from 1.1.1.1: icmp_seq=107 ttl=52 time=40.8 ms
64 bytes from 1.1.1.1: icmp_seq=108 ttl=52 time=79.4 ms
64 bytes from 1.1.1.1: icmp_seq=109 ttl=52 time=37.6 ms
64 bytes from 1.1.1.1: icmp_seq=110 ttl=52 time=62.6 ms
64 bytes from 1.1.1.1: icmp_seq=111 ttl=52 time=55.5 ms
64 bytes from 1.1.1.1: icmp_seq=112 ttl=52 time=32.4 ms
64 bytes from 1.1.1.1: icmp_seq=113 ttl=52 time=68.5 ms
64 bytes from 1.1.1.1: icmp_seq=114 ttl=52 time=51.6 ms
64 bytes from 1.1.1.1: icmp_seq=115 ttl=52 time=52.5 ms
64 bytes from 1.1.1.1: icmp_seq=116 ttl=52 time=67.5 ms
64 bytes from 1.1.1.1: icmp_seq=117 ttl=52 time=62.5 ms
64 bytes from 1.1.1.1: icmp_seq=118 ttl=52 time=58.5 ms
64 bytes from 1.1.1.1: icmp_seq=119 ttl=52 time=84.6 ms
64 bytes from 1.1.1.1: icmp_seq=120 ttl=52 time=55.7 ms
64 bytes from 1.1.1.1: icmp_seq=121 ttl=52 time=54.4 ms
64 bytes from 1.1.1.1: icmp_seq=122 ttl=52 time=53.5 ms
64 bytes from 1.1.1.1: icmp_seq=123 ttl=52 time=50.6 ms
64 bytes from 1.1.1.1: icmp_seq=124 ttl=52 time=49.5 ms
64 bytes from 1.1.1.1: icmp_seq=125 ttl=52 time=46.4 ms
64 bytes from 1.1.1.1: icmp_seq=126 ttl=52 time=44.5 ms
64 bytes from 1.1.1.1: icmp_seq=127 ttl=52 time=46.2 ms
64 bytes from 1.1.1.1: icmp_seq=128 ttl=52 time=39.5 ms
64 bytes from 1.1.1.1: icmp_seq=129 ttl=52 time=39.0 ms
64 bytes from 1.1.1.1: icmp_seq=130 ttl=52 time=35.4 ms
64 bytes from 1.1.1.1: icmp_seq=131 ttl=52 time=34.6 ms
64 bytes from 1.1.1.1: icmp_seq=132 ttl=52 time=49.5 ms
64 bytes from 1.1.1.1: icmp_seq=133 ttl=52 time=47.7 ms
64 bytes from 1.1.1.1: icmp_seq=134 ttl=52 time=45.2 ms
64 bytes from 1.1.1.1: icmp_seq=135 ttl=52 time=45.6 ms
64 bytes from 1.1.1.1: icmp_seq=136 ttl=52 time=41.5 ms
64 bytes from 1.1.1.1: icmp_seq=137 ttl=52 time=48.7 ms
64 bytes from 1.1.1.1: icmp_seq=138 ttl=52 time=45.5 ms
64 bytes from 1.1.1.1: icmp_seq=139 ttl=52 time=44.4 ms
64 bytes from 1.1.1.1: icmp_seq=140 ttl=52 time=32.7 ms
64 bytes from 1.1.1.1: icmp_seq=141 ttl=52 time=42.2 ms
64 bytes from 1.1.1.1: icmp_seq=142 ttl=52 time=40.9 ms
64 bytes from 1.1.1.1: icmp_seq=143 ttl=52 time=28.1 ms
64 bytes from 1.1.1.1: icmp_seq=144 ttl=52 time=26.4 ms
64 bytes from 1.1.1.1: icmp_seq=145 ttl=52 time=48.6 ms
64 bytes from 1.1.1.1: icmp_seq=146 ttl=52 time=45.5 ms
64 bytes from 1.1.1.1: icmp_seq=147 ttl=52 time=62.6 ms
64 bytes from 1.1.1.1: icmp_seq=148 ttl=52 time=44.5 ms
64 bytes from 1.1.1.1: icmp_seq=149 ttl=52 time=38.5 ms
64 bytes from 1.1.1.1: icmp_seq=150 ttl=52 time=39.4 ms
64 bytes from 1.1.1.1: icmp_seq=151 ttl=52 time=35.4 ms
64 bytes from 1.1.1.1: icmp_seq=152 ttl=52 time=35.0 ms
64 bytes from 1.1.1.1: icmp_seq=153 ttl=52 time=189 ms
64 bytes from 1.1.1.1: icmp_seq=154 ttl=52 time=51.9 ms
64 bytes from 1.1.1.1: icmp_seq=155 ttl=52 time=50.7 ms
64 bytes from 1.1.1.1: icmp_seq=156 ttl=52 time=29.0 ms
64 bytes from 1.1.1.1: icmp_seq=157 ttl=52 time=41.7 ms
64 bytes from 1.1.1.1: icmp_seq=158 ttl=52 time=41.3 ms
64 bytes from 1.1.1.1: icmp_seq=159 ttl=52 time=48.3 ms
64 bytes from 1.1.1.1: icmp_seq=160 ttl=52 time=46.2 ms
64 bytes from 1.1.1.1: icmp_seq=161 ttl=52 time=45.4 ms
64 bytes from 1.1.1.1: icmp_seq=162 ttl=52 time=44.2 ms
64 bytes from 1.1.1.1: icmp_seq=163 ttl=52 time=41.1 ms
64 bytes from 1.1.1.1: icmp_seq=164 ttl=52 time=39.5 ms
64 bytes from 1.1.1.1: icmp_seq=165 ttl=52 time=40.3 ms
64 bytes from 1.1.1.1: icmp_seq=166 ttl=52 time=36.1 ms
64 bytes from 1.1.1.1: icmp_seq=167 ttl=52 time=34.6 ms
64 bytes from 1.1.1.1: icmp_seq=168 ttl=52 time=32.3 ms
64 bytes from 1.1.1.1: icmp_seq=169 ttl=52 time=30.6 ms
64 bytes from 1.1.1.1: icmp_seq=170 ttl=52 time=41.8 ms
64 bytes from 1.1.1.1: icmp_seq=171 ttl=52 time=27.4 ms
64 bytes from 1.1.1.1: icmp_seq=172 ttl=52 time=39.6 ms
64 bytes from 1.1.1.1: icmp_seq=173 ttl=52 time=39.2 ms
64 bytes from 1.1.1.1: icmp_seq=174 ttl=52 time=37.5 ms
64 bytes from 1.1.1.1: icmp_seq=175 ttl=52 time=41.7 ms

--- 1.1.1.1 ping statistics ---
175 packets transmitted, 174 received, 0% packet loss, time 174295ms
rtt min/avg/max/mdev = 25.352/54.157/931.835/68.687 ms
