frame_id,capture_mono_ns,recv_mono_ns,save_mono_ns
19109,15662810420132,195272543638930,195272544573358
19111,15662889708004,195272559546295,195272560445232
19112,15662911082432,195272632255649,195272633243202
19113,15662943282101,195272668855422,195272669741691
19114,15662979488391,195272716664009,195272717578100
19115,15663011360074,195272742649035,195272743696427
19116,15663042542510,195272753464434,195272754428140
19117,15663079502790,195272798929689,195272799834571
19118,15663110501989,195272840037939,195272840970082
19119,15663143275845,195272867217711,195272868103929
19120,15663179502396,195272906867265,195272907909313
19121,15663210408415,195272947656069,195272948569153
19122,15663243386862,195272953232120,195272954127189
19123,15663279790504,195273016691184,195273017700835
19124,15663310359842,195273027827664,195273028705511
19125,15663343507516,195273076787715,195273077690757
19126,15663378966639,195273136570937,195273137524481
19127,15663411309071,195273139384924,195273140287021
19128,15663443324562,195273157449540,195273158350610
19129,15663479401941,195273222795521,195273223827663
19130,15663511535145,195273232793172,195273233753947
19131,15663543401828,195273267429756,195273268312681
19132,15663589988756,195273314913903,195273315845968
19133,15663610460489,195273349278675,195273350310988
19134,15663643430238,195273401226648,195273402691777
19135,15663678477365,195273421283698,195273422715893
19136,15663711010899,195273430133222,195273431564289
19137,15663743396302,195273503572372,195273504557435
19138,15663774641084,195273510275629,195273511212724
19139,15663811392188,195273519212142,195273520180118
19140,15663843406742,195273559305594,195273560207371
19141,15663875431036,195273599820058,195273600736029
19142,15663910865002,195273629800107,195273630844706
19143,15663954031579,195273667234866,195273668252248
19144,15663975307457,195273698154697,195273699058201
19145,15664011334517,195273740651071,195273741586523
19146,15664043500168,195273778440609,195273779319266
19147,15664075422162,195273789797980,195273790679407
19148,15664111553133,195273859882677,195273860838276
19149,15664143533776,195273868891211,195273869826269
19150,15664175702396,195273906610832,195273907575811
19151,15664211427829,195273944422248,195273945322134
19152,15664250394906,195273956237424,195273957112520
19153,15664275424533,195273999747591,195274000649975
19154,15664311437999,195274031594829,195274032688394
19155,15664343553752,195274079400117,195274080300642
19156,15664375420432,195274109254360,195274110174970
19157,15664411441763,195274122366744,195274123351900
19158,15664443435844,195274179543835,195274180559303
19159,15664475524356,195274187390734,195274188318923
19160,15664511596678,195274228330968,195274229219819
19161,15664543410023,195274275821660,195274276775594
19162,15664588827679,195274305923666,195274306863233
19163,15664610525918,195274347324613,195274348221353
19164,15664643432485,195274396916380,195274397930820
19165,15664675418076,195274400637173,195274401655304
19166,15664711609570,195274440939313,195274441877296
19167,15664743450572,195274471019715,195274471924951
19168,15664775605493,195274498538964,195274499519650
19169,15664811487599,195274597343192,195274598463727
19171,15664875401280,195274598367850,195274599266348
19172,15664911454382,195274627870218,195274628865333
19173,15664950179105,195274668336459,195274669269150
19174,15664975434677,195274697712566,195274698723519
19175,15665011453452,195274738245419,195274739131510
19176,15665043349140,195274757633310,195274758605190
19177,15665075368219,195274799629905,195274800641874
19178,15665111490697,195274840531640,195274841419690
19179,15665143530349,195274868247645,195274869189920
19180,15665175672975,195274910800610,195274911781616
19181,15665211463251,195274918639097,195274919693052
19182,15665243575824,195274982779493,195274983917816
19183,15665275586101,195274998571358,195274999558228
19184,15665306610920,195275039437174,195275040513328
19185,15665343449000,195275074204566,195275075075706
19186,15665375420941,195275099286904,195275100219748
19187,15665407464657,195275122945636,195275123801354
19188,15665443625052,195275159261518,195275160184103
19189,15665475539179,195275217369477,195275218359079
19190,15665507459400,195275230438440,195275231279195
19191,15665543463852,195275275641441,195275276598319
19192,15665575568663,195275305619120,195275306545620
19193,15665607523313,195275345248364,195275346299472
19194,15665643482346,195275394332132,195275395255258
19195,15665675481893,195275398289661,195275399258912
19196,15665707420760,195275440214187,195275441216925
19197,15665743490996,195275497363763,195275498302054
19198,15665775619090,195275502400069,195275503274065
19199,15665807404409,195275518360049,195275519237842
19200,15665843644600,195275582702133,195275583772288
19201,15665875434867,195275601557679,195275602532446
19202,15665907421549,195275640661029,195275641620458
19203,15665951048033,195275670183454,195275671067982
19204,15665975646908,195275698058825,195275699041480
19205,15666007440089,195275745989387,195275746850353
19206,15666043513551,195275783215847,195275784202066
19207,15666075413299,195275827452907,195275828443951
19211,15666207506278,195275979394145,195275980382723
19223,15666607437398,195276401496935,195276402454735
19224,15666643473410,195276420722273,195276421612323
19226,15666707537657,195276468193101,195276469032664
19227,15666739513658,195276498463349,195276499459270
19229,15666806730899,195276552404530,195276553472607
19230,15666839442295,195276553311621,195276554219557
19231,15666875589926,195276600223437,195276601538545
19232,15666907468007,195276662477141,195276663837009
19233,15666939655111,195276697176030,195276698451280
19234,15666975593563,195276700788659,195276701734885
19236,15667039641137,195276717454794,195276718432952
19237,15667075596934,195276788576124,195276789519289
19238,15667107558556,195276839872704,195276841008759
19239,15667152192261,195276858279761,195276859175466
19240,15667175692704,195276898632450,195276899553505
19241,15667207686359,195276936353580,195276937566477
19242,15667239809290,195276952136826,195276953342327
19243,15667275175688,195277024820792,195277026011023
19244,15667307546754,195277063877293,195277064897428
19245,15667338771107,195277074517430,195277075535113
19246,15667375659182,195277102860098,195277103913346
19247,15667407684766,195277153810538,195277154872553
19248,15667439596334,195277182634620,195277183673561
19249,15667475814069,195277188475684,195277189514921
19250,15667510117142,195277227123814,195277228281602
19251,15667539475481,195277273874825,195277274964824
19252,15667575120484,195277298420467,195277299410429
19253,15667606733550,195277340097336,195277341030965
19254,15667638634754,195277421075789,195277422172662
19255,15667675601425,195277427147729,195277428174735
19256,15667707558204,195277434584950,195277435505862
19257,15667739670614,195277470350511,195277471308707
19258,15667775712925,195277514301098,195277515306986
19259,15667807582096,195277523215044,195277524275658
19260,15667849122757,195277559331169,195277560383235
19261,15667874788184,195277639491340,195277640657417
19262,15667907478847,195277640592531,195277641667371
19263,15667939497295,195277669080122,195277669952304
19264,15667975724454,195277716972406,195277717921927
19265,15668006979430,195277719549809,195277720437310
19266,15668038861516,195277783331827,195277784338335
19267,15668075601872,195277823351207,195277824406078
19268,15668107568180,195277862759231,195277863651951
19269,15668138666795,195277867840900,195277868763409
19270,15668175670079,195277898549418,195277899492646
19271,15668206710359,195277945633544,195277946639586
19272,15668239550661,195277954600483,195277955505575
19273,15668271659682,195278016302648,195278017221452
19274,15668307540420,195278029083281,195278029979025
19275,15668339595794,195278079385720,195278080496552
19276,15668371604707,195278107045082,195278107994933
19277,15668407573522,195278109077153,195278109977717
19278,15668439719159,195278182976423,195278183934616
19279,15668471526554,195278188256408,195278199320620
19280,15668509258149,195278239146201,195278240405762
19281,15668538581796,195278263017765,195278263933729
19282,15668571518560,195278298798956,195278299834667
19283,15668606887090,195278318735707,195278319685901
19284,15668639607178,195278522381611,195278523455383
19287,15668739197293,195278523578832,195278524747214
19288,15668771553668,195278524561537,195278525636473
19289,15668807594829,195278538101959,195278539051802
19290,15668852772406,195278547382731,195278548384962
19291,15668870999975,195278589346196,195278590260377
19293,15668938717067,195278640344831,195278641282877
19295,15669007642275,195278699293807,195278700359205
19296,15669039650821,195278762454269,195278763460476
19297,15669071662804,195278799121390,195278800553149
19298,15669107765110,195278843515043,195278844917944
19300,15669171642925,195278898083232,195278899487946
19301,15669207548244,195278946747851,195278948333050
19302,15669239709921,195278948467846,195278949830242
19303,15669271537209,195279022351735,195279023728263
19304,15669315009921,195279041387427,195279042737305
19305,15669339467429,195279074945243,195279076308831
19306,15669371555561,195279098886670,195279100213588
19307,15669406841428,195279141419926,195279142823561
19308,15669438595536,195279177326325,195279178701931
19309,15669471544433,195279196047866,195279197403300
19310,15669506716753,195279238683167,195279240065172
19311,15669538673057,195279300172376,195279301702608
19312,15669571648673,195279343384160,195279344780529
19313,15669607519199,195279399523971,195279400863363
19314,15669639488577,195279422944824,195279424240875
19315,15669671546187,195279429396693,195279430657970
19316,15669707424890,195279469430467,195279470750613
19318,15669770743776,195279502196892,195279503470823
19319,15669803491883,195279579025511,195279580081119
19322,15669903592738,195279668414490,195279669504384
19323,15669939536809,195279739554118,195279740577841
19324,15669971502016,195279743783009,195279744802280
19325,15670002692192,195279751780170,195279752797154
19326,15670038644125,195279799119134,195279800208214
19327,15670070878666,195279829814497,195279830821673
19328,15670103699585,195279868991411,195279870038521
19329,15670138776170,195279897212404,195279898189622
19330,15670171751002,195279912384658,195279913281831
19331,15670202997690,195279983562096,195279984496576
19332,15670239817418,195280020157851,195280021118335
19333,15670271590430,195280031088017,195280032017761
19334,15670303184789,195280075284031,195280076287097
19335,15670339487153,195280109563176,195280110495896
19336,15670370648057,195280122973769,195280123911016
19338,15670439358041,195280193899086,195280194879688
19339,15670479582283,195280194933313,195280195816935
19340,15670503486381,195280243118804,195280244034760
19341,15670538934699,195280279725133,195280280677084
19342,15670570880843,195280298414103,195280299306493
19343,15670603550402,195280344362593,195280345414381
19344,15670639570983,195280398711901,195280399676781
19345,15670671523898,195280418795223,195280419694440
19346,15670703755054,195280430061372,195280430946470
19347,15670739901526,195280481950764,195280482899414
19348,15670771704279,195280506706981,195280507621004
19349,15670803620317,195280521543396,195280522421430
19350,15670838956287,195280560677905,195280561730208
19351,15670871729340,195280599317244,195280600248536
19352,15670903651264,195280630571428,195280631554880
19353,15670939021923,195280698504037,195280699533654
19354,15670971706324,195280700253707,195280701210640
19355,15671003748719,195280706948272,195280707847014
19356,15671039714190,195280759310386,195280760228443
19357,15671071825859,195280799493368,195280800397747
19358,15671103837576,195280827155290,195280828071937
19360,15671171291513,195280872271615,195280873292356
19361,15671203705173,195280912262775,195280913738217
19362,15671235901429,195280947005509,195280948143658
19363,15671271365109,195281019282890,195281020301948
19364,15671303840490,195281028191401,195281029248579
19365,15671334778257,195281073089249,195281073979371
19366,15671371731893,195281104897520,195281105868002
19367,15671403662930,195281124216653,195281125107598
19368,15671434816956,195281159190685,195281160086038
19369,15671471722048,195281199365326,195281200317115
19370,15671503737515,195281237787526,195281238729640
19371,15671549388328,195281260045478,195281260950015
19372,15671571159264,195281300041411,195281300977321
19373,15671603796110,195281337566408,195281338602633
19374,15671635658654,195281423613175,195281424540996
19375,15671671734442,195281428456001,195281429353428
19376,15671702728462,195281432231708,195281433279118
19377,15671734709708,195281439834604,195281440685080
19378,15671771142386,195281507421043,195281508340227
19379,15671803744752,195281519945921,195281520836936
19380,15671835557085,195281583112619,195281584154464
19381,15671871732513,195281599560745,195281600442728
19382,15671903644851,195281635593925,195281636988352
19383,15671934704914,195281657302213,195281658675856
19391,15672202816508,195282017651896,195282019080135
19400,15672502837519,195282275384739,195282276470823
19401,15672535701663,195282303441947,195282304387246
19402,15672571141537,195282308471363,195282309459121
19404,15672635716237,195282428293303,195282429227287
19406,15672703243765,195282431603294,195282432593195
19407,15672735664870,195282462651483,195282463564258
19408,15672767140885,195282508503995,195282509561523
19409,15672803835914,195282512630057,195282513658731
19410,15672835972997,195282559117854,195282560009338
19411,15672867646624,195282599093640,195282599969904
19412,15672902850707,195282636323957,195282637383939
19413,15672935703080,195282668612671,195282669625858
19414,15672967783909,195282700677575,195282701565025
19415,15673002951633,195282742452124,195282743440509
19416,15673035626026,195282759248468,195282760126975
19417,15673066796401,195282798955719,195282799867514
19418,15673103902901,195282834604275,195282835569602
19419,15673135782680,195282900498969,195282901484713
19420,15673167669385,195282948433300,195282949329779
19421,15673203817565,195282960023631,195282960905711
19422,15673235720678,195282977303928,195282978437825
19423,15673267712336,195282981211166,195282982220484
19424,15673303826088,195283057096133,195283058273743
19425,15673335966033,195283066907528,195283067940529
19426,15673368060976,195283070268660,195283071275292
19428,15673435865852,195283123303806,195283124396614
19429,15673467733807,195283193889977,195283194806952
19430,15673512775368,195283230957402,195283231882764
19431,15673535737650,195283258457785,195283259451680
19432,15673567738319,195283305367949,195283306374061
19433,15673603926553,195283320579473,195283321564290
19434,15673635777476,195283427043456,195283428018857
19435,15673667916015,195283438396022,195283439417861
19436,15673703825591,195283480152259,195283481031894
19437,15673735816728,195283499414311,195283500391530
19438,15673767741144,195283505851325,195283506714692
19439,15673803793643,195283509926925,195283510791180
19440,15673834913703,195283593160777,195283594342073
19441,15673867254907,195283618961165,195283619880329
19443,15673935833096,195283634411497,195283635314660
19444,15673967825480,195283721450697,195283722384496
19445,15674003926832,195283722371339,195283723344583
19447,15674067833316,195283760180590,195283761040175
19448,15674103854769,195283826382711,195283827300523
19449,15674134940189,195283870949696,195283871861047
19451,15674203794581,195283897096416,195283897972654
19452,15674234922399,195284168840171,195284169981845
19454,15674299877519,195284170065517,195284171017573
19455,15674336160493,195284188414885,195284189340152
19456,15674367876772,195284193804725,195284194847787
19457,15674398869585,195284194713568,195284195703980
19459,15674467951121,195284199721023,195284200581932
19460,15674499847512,195284201940655,195284202808860
19462,15674567126944,195284297859635,195284298835074
19463,15674599751749,195284429272439,195284430407831
19464,15674635848518,195284434901286,195284435950691
19465,15674667833298,195284440033992,195284441014856
19466,15674699867975,195284477636607,195284478651631
19467,15674750027498,195284500052141,195284501118398
19468,15674766924690,195284521115081,195284522245131
19469,15674798922960,195284559111795,195284559983461
19470,15674835760071,195284595769995,195284596696273
19475,15674999075923,195284781223024,195284782451560
19476,15675034942158,195284782378519,195284783364654
19477,15675067402006,195284798758077,195284799596127
19478,15675110072734,195284857155108,195284858033890
19479,15675135891585,195284866206568,195284867085316
19480,15675167812036,195284882284001,195284883163977
19481,15675199823220,195284942192106,195284943274056
19482,15675235885401,195284960182119,195284961092431
19483,15675267788664,195285022213492,195285023224573
19484,15675300113402,195285035376570,195285036392352
19485,15675335847653,195285074646308,195285075727363
19486,15675367870660,195285083566070,195285084586748
19487,15675399055769,195285123632328,195285124561937
19488,15675436061529,195285157939439,195285159275530
19489,15675467878695,195285198758579,195285200019827
19490,15675499974570,195285229932662,195285230857049
19491,15675534958269,195285256904781,195285257808560
19492,15675574698879,195285277868574,195285278693190
19493,15675600065889,195285342420652,195285343327077
19494,15675635907071,195285393977749,195285394877476
19495,15675667400005,195285395362924,195285396316208
19496,15675699983139,195285459619175,195285460639404
19497,15675731416383,195285461115598,195285461978858
19498,15675767282826,195285497011230,195285497913254
19499,15675799935182,195285543568847,195285544587943
19501,15675867808226,195285554255385,195285555128261
19502,15675909073272,195285626961644,195285627903874
19503,15675930894827,195285676208605,195285677181413
19504,15675967470620,195285677092628,195285677941486
19506,15676031837631,195285720096703,195285721014397
19507,15676067870849,195285800073662,195285801103967
19508,15676099765983,195285826272378,195285827164624
19509,15676131143076,195285857022439,195285857925147
19510,15676167976013,195285897896542,195285898779158
19511,15676199062730,195285937402122,195285938414906
19512,15676231439916,195285948296010,195285949318181
19513,15676267809344,195285994997368,195285995902736
19514,15676300215073,195286016914714,195286017781984
19519,15676467966547,195286217666036,195286218792551
19520,15676499933351,195286220612825,195286221564507
19521,15676531906145,195286262861013,195286263772389
19522,15676567969364,195286307495621,195286308401835
19523,15676599319060,195286342696888,195286343624478
19524,15676631046428,195286401534939,195286402469023
19525,15676667666961,195286423170746,195286424043074
19526,15676699855649,195286426726565,195286427591333
19527,15676731872351,195286458919059,195286459761153
19528,15676774717509,195286498513333,195286499496472
19529,15676800184885,195286515634251,195286516534811
19531,15676867947762,195286560235169,195286561104897
19532,15676899860189,195286625986524,195286626930833
19533,15676931152852,195286658064931,195286658947041
19534,15676968141991,195286677906321,195286678782036
19535,15677000203796,195286719982304,195286720869541
19536,15677031789280,195286783314880,195286784222253
19537,15677071277684,195286786704470,195286787658851
19538,15677100112433,195286827715571,195286828622325
19539,15677131024921,195286866180266,195286867040531
19540,15677168098646,195286878593105,195286879434618
19541,15677200135294,195286919375551,195286920357656
19543,15677263900140,195286959420716,195286960288148
19544,15677299888196,195287032842433,195287033843949
19545,15677331932188,195287064919101,195287065795942
19546,15677363943574,195287071717457,195287072558429
19547,15677399022427,195287124968116,195287125909797
19548,15677432880450,195287183167832,195287184289225
19549,15677464049928,195287191301831,195287192283712
19550,15677500054756,195287237593083,195287238553457
19551,15677531970982,195287260296892,195287261311137
19552,15677563091135,195287274639047,195287275512246
19553,15677599919798,195287343526255,195287344491869
19555,15677663889183,195287421463041,195287422459943
19556,15677699449774,195287428765573,195287429703695
19557,15677732190721,195287436803065,195287437647052
19558,15677763919284,195287503794394,195287504754600
19559,15677812920465,195287515261088,195287516158490
19560,15677831841588,195287560479397,195287561357933
19561,15677863916623,195287586912484,195287587776944
19562,15677899983484,195287628905060,195287629805111
19563,15677931068323,195287636876330,195287637715075
19564,15677964119228,195287697140106,195287698027945
19565,15677999979151,195287708949956,195287709840043
19566,15678031927407,195287759327828,195287760266221
19567,15678063886445,195287786810464,195287787694420
19568,15678100290191,195287834492911,195287835371561
19569,15678131857182,195287857557521,195287858459625
19570,15678163979872,195287873943445,195287874820675
19571,15678199065962,195287943809261,195287944810071
19572,15678232167233,195287956973417,195287957852280
19573,15678264149032,195287995172074,195287996132968
19574,15678300157658,195288038906329,195288039852065
19575,15678331925699,195288068324780,195288069227316
19576,15678364000210,195288080870842,195288081718446
19577,15678400680530,195288124766008,195288125669034
19578,15678432057044,195288159298301,195288160228794
19579,15678463910140,195288190078426,195288191013089
19580,15678509762650,195288235925388,195288236811684
19581,15678531069647,195288261958443,195288262843066
19582,15678564067320,195288280888479,195288281788702
19583,15678599036114,195288319939454,195288320967102
19584,15678632231919,195288425382928,195288426311570
19585,15678663159614,195288428851361,195288429706974
19586,15678699185741,195288435679752,195288436492078
19587,15678732000542,195288459663943,195288460521555
19588,15678764088179,195288503075371,195288503963418
19589,15678796061592,195288508835900,195288509710719
19591,15678863141252,195288562036312,195288562943417
19592,15678895096487,195288637079735,195288637968014
19594,15678964283521,195288721635706,195288722715014
19595,15678996075050,195288722547902,195288723384765
19596,15679032073047,195288775987767,195288776921738
19597,15679064065469,195288793729793,195288794736550
19598,15679095453179,195288796315403,195288797204755
19601,15679195257888,195288857097360,195288858009136
19602,15679231715018,195288946878034,195288947863778
19603,15679277133861,195288990843257,195288991769178
19604,15679295569960,195289027906668,195289028795612
19605,15679331093564,195289070490240,195289071410712
19606,15679364233584,195289080123456,195289081007228
19607,15679396105063,195289123152297,195289124049944
19608,15679431982014,195289158836776,195289159833361
19609,15679463029971,195289185903874,195289186895721
19610,15679495120469,195289230079270,195289230965283
19612,15679564104053,195289256922784,195289257803524
19613,15679595956938,195289309051964,195289309984366
19614,15679639142201,195289426263206,195289427328348
19615,15679664123927,195289430108374,195289430979949
19616,15679696149683,195289432844543,195289433786857
19617,15679731265406,195289436662230,195289437523538
19618,15679763121885,195289483270493,195289484259474
19619,15679796101898,195289519693590,195289520578959
19620,15679831129492,195289558857790,195289559763670
19622,15679895134076,195289586671812,195289587574088
19623,15679931150772,195289656007083,195289656922186
19624,15679964154951,195289701155170,195289702148746
19625,15679999686885,195289706972727,195289707943671
19626,15680031398511,195289899955711,195289900929801
19629,15680132645456,195289904800940,195289905750352
19630,15680164195357,195289905904608,195289906821212
19631,15680196297624,195289909853209,195289910672774
19632,15680227991853,195289984213424,195289985224240
19633,15680263087260,195289996714670,195289997717145
19634,15680295412504,195290021892169,195290022824480
19635,15680327998228,195290060832807,195290061713401
19636,15680364246389,195290076545191,195290077445734
19637,15680395683837,195290122217247,195290123212672
19638,15680428063928,195290158099029,195290159058655
19640,15680496285548,195290186044422,195290186960241
19641,15680527252874,195290266035361,195290266945331
19642,15680564230126,195290301569554,195290302501322
19643,15680595146043,195290310288443,195290311263627
19644,15680628139439,195290394934326,195290395842828
19645,15680664222698,195290399956227,195290400776233
19646,15680696143343,195290423973546,195290424877160
19647,15680728299726,195290460688296,195290461557930
19648,15680764161465,195290477054219,195290477940222
19649,15680795139312,195290519866917,195290520854842
19650,15680827301113,195290558794107,195290559702564
19651,15680864271333,195290594111359,195290595009829
19652,15680895366893,195290628720822,195290629608032
19653,15680927615624,195290667983018,195290668867162
19654,15680964267497,195290701086827,195290701967164
19655,15680996112511,195290739945270,195290740823710
19656,15681028161335,195290749151508,195290750027077
19657,15681064168806,195290822897711,195290823908412
19658,15681096269403,195290823854304,195290824760614
19659,15681127322459,195290837760920,195290838620074
19660,15681164169130,195290880809014,195290881763543
19661,15681196143159,195290919467428,195290920403263
19662,15681227186996,195290958592471,195290959482321
19663,15681264074501,195290998726520,195290999709934
19664,15681296244164,195291017999584,195291018899015
19665,15681328172410,195291061666710,195291062574288
19666,15681364258478,195291075859505,195291076745258
19667,15681396167869,195291120852063,195291121757755
19668,15681427694537,195291157900986,195291158977158
19669,15681472037495,195291186947785,195291187906303
19670,15681495503843,195291255975398,195291256892452
19671,15681528232122,195291259890930,195291260777302
19672,15681564172611,195291268752518,195291269617990
19673,15681596116691,195291318860069,195291319769522
19674,15681627738415,195291383472930,195291384386727
19675,15681664278407,195291394906927,195291395792685
19676,15681696101858,195291418729508,195291419586941
19677,15681728215059,195291464885740,195291465800995
19678,15681759996060,195291500192416,195291501081228
19679,15681796103744,195291518810546,195291519709021
19681,15681862483774,195291558971019,195291560084031
19682,15681896195216,195291631815291,195291632769675
19683,15681928089972,195291636380034,195291637227340
19684,15681959905765,195291678970430,195291679854655
19685,15681996190274,195291718679480,195291719571900
19686,15682028200865,195291758712089,195291759649311
19687,15682060296199,195291786833218,195291787715045
19688,15682096496434,195291826332283,195291827471796
19689,15682127684857,195291840516154,195291841606750
19690,15682160250782,195291879282602,195291880397516
19691,15682195277117,195291919926682,195291921404410
19692,15682228231287,195291958584608,195291959485308
19693,15682260374591,195291977576509,195291978453886
19694,15682296127257,195292027808896,195292028686447
19695,15682327734654,195292070039205,195292070927680
19696,15682360204222,195292071749906,195292072714826
19697,15682396141114,195292121984765,195292122882575
19698,15682428202904,195292157913275,195292158802839
19699,15682460316780,195292186678791,195292187594719
19700,15682496443627,195292217802318,195292218774328
19701,15682527604809,195292261902781,195292262769826
19702,15682560235112,195292298011870,195292298949941
19703,15682596137159,195292316664641,195292317633978
19704,15682628230774,195292391802105,195292392700180
19705,15682660241885,195292395810689,195292396631043
19706,15682695713446,195292398669679,195292399447131
19707,15682728212702,195292439790691,195292440729425
19708,15682760236835,195292537983231,195292538904742
19709,15682796201384,195292542970124,195292543858312
19710,15682827296782,195292586643538,195292587584202
19712,15682896147478,195292626020297,195292626899944
19713,15682927251522,195292672742175,195292673639983
19714,15682960360019,195292719888889,195292720787246
19716,15683028344997,195292758800754,195292759691427
19717,15683060237924,195292824880098,195292825776348
19718,15683096254660,195292859953247,195292860823972
19719,15683128147326,195292872819871,195292873723668
19720,15683159784409,195292918601264,195292919557057
19721,15683196359917,195292982483509,195292983391729
19722,15683236524577,195292988622853,195292989498202
19723,15683260362498,195293018735791,195293019693118
19724,15683292231726,195293065232840,195293066112107
19725,15683328236274,195293075635633,195293076519858
19726,15683359727622,195293136892329,195293137837030
19727,15683392312972,195293151709626,195293152677337
19728,15683427679109,195293185790530,195293186701462
19729,15683460364567,195293218642248,195293219612888
19730,15683492219211,195293258679079,195293259642157
19732,15683559328217,195293274850269,195293275720115
19733,15683592167119,195293392837631,195293393787639
19734,15683627887697,195293396666142,195293397554563
19735,15683659675932,195293399569443,195293400379173
19736,15683692209665,195293456601939,195293457434124
19737,15683727387618,195293503763809,195293504665502
19738,15683760342149,195293510019597,195293510881821
19739,15683792252004,195293559800814,195293560676775
19740,15683827291617,195293617770956,195293618652826
19741,15683859589821,195293626820466,195293627685218
19742,15683891428735,195293656432382,195293657460769
19743,15683928250607,195293679041957,195293679947034
19744,15683972530687,195293718711266,195293719625926
19745,15683991254394,195293758830539,195293759723060
19746,15684027660569,195293816116609,195293817080243
19748,15684091344746,195293826757207,195293827730236
19749,15684127288142,195293873686956,195293874695381
19750,15684159301644,195293942719414,195293943687394
19751,15684191739485,195293948654225,195293949551937
19752,15684228390253,195293995175318,195293996106836
19754,15684292294491,195294016652156,195294017608466
19755,15684336260495,195294076696105,195294077612839
19756,15684360411030,195294144859671,195294145829672
19757,15684392268224,195294154786105,195294155759600
19758,15684428318082,195294182739370,195294183837801
19759,15684460213454,195294224910848,195294225839829
19760,15684492308886,195294240813865,195294241703593
19762,15684560236252,195294279716664,195294280666274
19763,15684592386321,195294388693002,195294389625482
19764,15684627481455,195294396933157,195294397782287
19765,15684660286186,195294400671698,195294401487648
19766,15684691328972,195294455912215,195294456814865
19767,15684723548784,195294474176591,195294475116486
19768,15684760282784,195294544778144,195294545688826
19769,15684792284046,195294554780831,195294555698528
19770,15684824258848,195294587646287,195294588571448
19771,15684860393137,195294628686193,195294629574238
19772,15684892224652,195294636749465,195294637606567
19773,15684924246279,195294679804835,195294680685780
19774,15684960276292,195294718592839,195294719625555
19776,15685024301102,195294751790927,195294752718278
19777,15685060415283,195294817619841,195294818659135
19779,15685123225618,195294907955856,195294909108513
19780,15685159660541,195294909047725,195294910117976
19781,15685191610548,195294912799343,195294913714482
19782,15685223299659,195294946688344,195294947657737
19783,15685259793021,195294998717582,195294999722478
19784,15685292252162,195295019706225,195295020712038
19785,15685324225139,195295026713530,195295027669686
19786,15685360190512,195295104068035,195295104971809
19787,15685392315838,195295138850703,195295139720937
19788,15685424300117,195295159703654,195295160642112
19789,15685470448755,195295192806243,195295193721765
19790,15685491931787,195295219879866,195295220770697
19791,15685523364326,195295234713316,195295235613382
19793,15685592235629,195295298649328,195295299606323
19794,15685624366320,195295428607771,195295429561960
19795,15685660305702,195295432818884,195295433722474
19796,15685691356819,195295433788687,195295434644491
19797,15685724421661,195295436690567,195295437581200
19798,15685760321459,195295498404649,195295499474232
19799,15685791358617,195295499690507,195295500595722
19800,15685824251525,195295546622565,195295547657841
19802,15685892338110,195295589013052,195295590032137
19803,15685924319784,195295636184292,195295637172422
19804,15685959771803,195295703574552,195295704662009
19805,15685992483868,195295718935675,195295719990117
19806,15686024290897,195295758681943,195295759671332
19807,15686060337885,195295776757543,195295777773783
19808,15686092298410,195295827712687,195295828824588
19809,15686124423473,195295839895112,195295840882218
19810,15686159405262,195295895901613,195295896879199
19811,15686192257489,195295914839848,195295916370752
19812,15686224262756,195295952802481,195295954233817
19813,15686256646162,195295992834680,195295994332683
19814,15686291915463,195296034891703,195296036491375
19815,15686324339444,195296058664185,195296059772934
19816,15686355863285,195296070890373,195296071862107
19817,15686392330185,195296141977630,195296142970870
19818,15686424479676,195296146702306,195296147767973
19819,15686456404991,195296184729957,195296185687189
19820,15686491946698,195296225038877,195296226156113
19821,15686523339024,195296257945239,195296258881260
19822,15686556333913,195296279838850,195296280758875
19823,15686592337513,195296351803927,195296352760967
19824,15686623927191,195296426652102,195296427582675
19825,15686656347578,195296430460879,195296431432806
19826,15686691416923,195296433513999,195296434377100
19827,15686724470095,195296459923018,195296460800895
19828,15686756219362,195296495880796,195296496770445
19829,15686791537050,195296505791406,195296506652086
19831,15686855311167,195296555030106,195296555906271
19833,15686924491747,195296616810004,195296617709406
19834,15686956420030,195296718117344,195296719077640
19835,15686992481494,195296720358837,195296721238941
19836,15687024312792,195296760811255,195296761700626
19837,15687056411393,195296798811261,195296799765281
19838,15687092316445,195296826815906,195296827759345
19839,15687123543917,195296834870487,195296835794106
19840,15687156201238,195296878694038,195296879671268
19841,15687191420638,195296936785361,195296937861476
19842,15687223368243,195296947528317,195296948423643
19843,15687256471258,195296986817071,195296987832982
19844,15687292312817,195297017675913,195297018672513
19845,15687323415494,195297121605056,195297122758016
19846,15687355415653,195297146657513,195297147560272
19847,15687392049744,195297158228308,195297159150569
19848,15687424403146,195297219782434,195297220697627
19849,15687455405870,195297221746635,195297222736843
19850,15687491896518,195297261038582,195297261915606
19851,15687524083299,195297274865029,195297275777866
19852,15687570059474,195297343735147,195297344670475
19853,15687591842411,195297439902643,195297440931118
19854,15687623871477,195297476833383,195297477766217
19855,15687656402022,195297478540994,195297479517664
19856,15687692521196,195297504537019,195297505681332
19857,15687724387132,195297515565362,195297516510907
19858,15687756308798,195297538988032,195297539903031
19859,15687788304791,195297546649068,195297547655200
19860,15687824378495,195297592557815,195297593520287
19861,15687856267712,195297637562650,195297638547338
